ID_CLIENTE,SAFRA_REF,DATA_EMISSAO_DOCUMENTO,DATA_VENCIMENTO,PROBABILIDADE_INADIMPLENCIA
226405871752897670,2021-11-01,2021-11-04,2021-11-22,"0,4677376"
234898976850399181,2021-07-01,2021-07-08,2021-07-26,"0,36078587"
234898976850399181,2021-07-01,2021-07-18,2021-08-03,"0,3519364"
234898976850399181,2021-07-01,2021-07-29,2021-08-16,"0,3543266"
234898976850399181,2021-08-01,2021-08-04,2021-08-23,"0,3013562"
234898976850399181,2021-09-01,2021-09-09,2021-09-27,"0,24488002"
234898976850399181,2021-09-01,2021-09-21,2021-10-07,"0,24535164"
234898976850399181,2021-10-01,2021-10-05,2021-11-05,"0,7736789"
234898976850399181,2021-10-01,2021-10-11,2021-10-27,"0,25348273"
234898976850399181,2021-10-01,2021-10-21,2021-11-08,"0,31268466"
234898976850399181,2021-11-01,2021-11-02,2021-11-18,"0,24855392"
234898976850399181,2021-11-01,2021-11-04,2021-11-22,"0,24822098"
238894451665334246,2021-11-01,2021-11-07,2021-12-07,"0,3039741"
255928150711119413,2021-09-01,2021-09-02,2021-10-08,"0,80314434"
257162352336759783,2021-07-01,2021-07-29,2021-08-16,"0,30204087"
257162352336759783,2021-08-01,2021-08-06,2021-08-24,"0,24410103"
257162352336759783,2021-08-01,2021-08-20,2021-09-06,"0,2434732"
257162352336759783,2021-08-01,2021-08-29,2021-09-15,"0,29559752"
257162352336759783,2021-08-01,2021-08-30,2021-09-15,"0,29559752"
257162352336759783,2021-09-01,2021-09-21,2021-10-07,"0,30195016"
257162352336759783,2021-09-01,2021-09-27,2021-10-13,"0,29649216"
257162352336759783,2021-09-01,2021-09-28,2021-10-14,"0,34917077"
257162352336759783,2021-10-01,2021-10-04,2021-10-20,"0,3266573"
257162352336759783,2021-10-01,2021-10-20,2021-11-08,"0,33328936"
257162352336759783,2021-10-01,2021-10-25,2021-11-10,"0,33328936"
257162352336759783,2021-10-01,2021-10-26,2021-11-11,"0,33328936"
257162352336759783,2021-11-01,2021-11-02,2021-11-18,"0,2979283"
257162352336759783,2021-11-01,2021-11-03,2021-11-22,"0,29707363"
257162352336759783,2021-11-01,2021-11-05,2021-11-22,"0,3314739"
257162352336759783,2021-11-01,2021-11-17,2021-12-06,"0,3306512"
257162352336759783,2021-11-01,2021-11-21,2021-12-08,"0,3314739"
271068078606473697,2021-07-01,2021-07-06,2021-07-22,"0,47658917"
271068078606473697,2021-10-01,2021-10-15,2021-11-01,"0,3864888"
271068078606473697,2021-11-01,2021-11-01,2021-11-17,"0,29671222"
274692171162531764,2021-07-01,2021-07-08,2021-08-23,"0,39629441"
274692171162531764,2021-07-01,2021-07-11,2021-08-25,"0,40832454"
274692171162531764,2021-07-01,2021-07-16,2021-08-30,"0,40742734"
274692171162531764,2021-07-01,2021-07-19,2021-09-02,"0,40742734"
274692171162531764,2021-07-01,2021-07-21,2021-09-06,"0,40832454"
274692171162531764,2021-07-01,2021-07-22,2021-09-06,"0,42182475"
274692171162531764,2021-07-01,2021-07-25,2021-09-08,"0,40832454"
274692171162531764,2021-07-01,2021-07-30,2021-09-13,"0,40832454"
274692171162531764,2021-08-01,2021-08-02,2021-09-16,"0,29840747"
274692171162531764,2021-08-01,2021-08-04,2021-09-20,"0,29840747"
274692171162531764,2021-08-01,2021-08-05,2021-09-20,"0,40738955"
274692171162531764,2021-08-01,2021-08-11,2021-09-27,"0,40738955"
274692171162531764,2021-08-01,2021-08-15,2021-09-29,"0,40738955"
274692171162531764,2021-08-01,2021-08-22,2021-10-06,"0,4033308"
274692171162531764,2021-08-01,2021-08-29,2021-10-13,"0,4033308"
274692171162531764,2021-08-01,2021-08-30,2021-10-15,"0,4033308"
274692171162531764,2021-09-01,2021-09-03,2021-10-18,"0,31285977"
274692171162531764,2021-09-01,2021-09-05,2021-10-20,"0,31471187"
274692171162531764,2021-09-01,2021-09-06,2021-10-21,"0,5120833"
274692171162531764,2021-09-01,2021-09-07,2021-10-22,"0,5120833"
274692171162531764,2021-09-01,2021-09-13,2021-10-28,"0,5120833"
274692171162531764,2021-09-01,2021-09-16,2021-11-01,"0,5312976"
274692171162531764,2021-09-01,2021-09-22,2021-11-08,"0,6907345"
274692171162531764,2021-09-01,2021-09-28,2021-11-16,"0,5312976"
274692171162531764,2021-09-01,2021-09-28,2021-11-12,"0,5312976"
274692171162531764,2021-09-01,2021-09-30,2021-11-16,"0,5312976"
274692171162531764,2021-10-01,2021-10-03,2021-11-18,"0,4870454"
274692171162531764,2021-10-01,2021-10-06,2021-11-22,"0,43034235"
274692171162531764,2021-10-01,2021-10-07,2021-11-22,"0,51351255"
274692171162531764,2021-10-01,2021-10-11,2021-11-26,"0,5117973"
274692171162531764,2021-10-01,2021-10-14,2021-11-29,"0,5271014"
274692171162531764,2021-10-01,2021-10-20,2021-12-06,"0,50216794"
274692171162531764,2021-10-01,2021-10-25,2021-12-09,"0,50216794"
287529573188507001,2021-07-01,2021-07-13,2021-07-29,"0,3189262"
287529573188507001,2021-09-01,2021-09-30,2021-10-18,"0,4020542"
287529573188507001,2021-10-01,2021-10-21,2021-11-08,"0,34468934"
295375823203017296,2021-07-01,2021-07-01,2021-07-19,"0,4592817"
295375823203017296,2021-07-01,2021-07-11,2021-07-27,"0,50637454"
295375823203017296,2021-07-01,2021-07-15,2021-08-02,"0,4646569"
295375823203017296,2021-07-01,2021-07-15,2021-08-02,"0,50157857"
295375823203017296,2021-07-01,2021-07-28,2021-08-13,"0,45527017"
295375823203017296,2021-08-01,2021-08-22,2021-09-08,"0,33726454"
295375823203017296,2021-09-01,2021-09-15,2021-10-01,"0,3199273"
295375823203017296,2021-09-01,2021-09-28,2021-10-14,"0,31846222"
295375823203017296,2021-10-01,2021-10-07,2021-10-25,"0,3495166"
295375823203017296,2021-10-01,2021-10-14,2021-11-01,"0,3198139"
295375823203017296,2021-11-01,2021-11-04,2021-11-22,"0,31511295"
295375823203017296,2021-11-01,2021-11-18,2021-12-06,"0,34412137"
312543480920432545,2021-07-01,2021-07-06,2021-08-05,"0,8383014"
312543480920432545,2021-07-01,2021-07-11,2021-07-27,"0,34549224"
312543480920432545,2021-07-01,2021-07-14,2021-07-30,"0,29731026"
312543480920432545,2021-07-01,2021-07-22,2021-08-09,"0,3482121"
312543480920432545,2021-07-01,2021-07-25,2021-08-10,"0,2996632"
312543480920432545,2021-07-01,2021-07-27,2021-08-12,"0,29731026"
312543480920432545,2021-08-01,2021-08-01,2021-08-17,"0,30659655"
312543480920432545,2021-08-01,2021-08-16,2021-09-01,"0,3481621"
312543480920432545,2021-08-01,2021-08-22,2021-09-08,"0,38727334"
312543480920432545,2021-08-01,2021-08-22,2021-09-08,"0,37102664"
312543480920432545,2021-08-01,2021-08-24,2021-09-13,"0,37102664"
312543480920432545,2021-08-01,2021-08-26,2021-09-13,"0,37102664"
312543480920432545,2021-08-01,2021-08-29,2021-09-16,"0,36968744"
312543480920432545,2021-09-01,2021-09-05,2021-09-21,"0,38616797"
312543480920432545,2021-09-01,2021-09-08,2021-09-28,"0,37952408"
312543480920432545,2021-09-01,2021-09-09,2021-09-27,"0,37847093"
312543480920432545,2021-09-01,2021-09-09,2021-09-27,"0,37952408"
312543480920432545,2021-09-01,2021-09-09,2021-09-27,"0,37847093"
312543480920432545,2021-09-01,2021-09-19,2021-10-05,"0,3948391"
312543480920432545,2021-09-01,2021-09-21,2021-10-07,"0,37952408"
312543480920432545,2021-09-01,2021-09-23,2021-10-13,"0,3948391"
312543480920432545,2021-10-01,2021-10-07,2021-10-25,"0,33938348"
312543480920432545,2021-10-01,2021-10-13,2021-10-29,"0,32887608"
312543480920432545,2021-10-01,2021-10-15,2021-11-01,"0,34917143"
312543480920432545,2021-10-01,2021-10-20,2021-11-05,"0,34917143"
312543480920432545,2021-10-01,2021-10-27,2021-11-12,"0,34917143"
312543480920432545,2021-10-01,2021-10-29,2021-11-16,"0,34917143"
312543480920432545,2021-11-01,2021-11-02,2021-11-18,"0,3124658"
312543480920432545,2021-11-01,2021-11-04,2021-12-06,"0,83226204"
312543480920432545,2021-11-01,2021-11-07,2021-11-23,"0,33201855"
312543480920432545,2021-11-01,2021-11-09,2021-11-25,"0,33340847"
312543480920432545,2021-11-01,2021-11-10,2021-11-26,"0,33340847"
312543480920432545,2021-11-01,2021-11-14,2021-11-30,"0,33340847"
312543480920432545,2021-11-01,2021-11-17,2021-12-03,"0,3407633"
312543480920432545,2021-11-01,2021-11-17,2021-12-03,"0,3527789"
312543480920432545,2021-11-01,2021-11-23,2021-12-09,"0,35247716"
314309872114206760,2021-07-01,2021-07-26,2021-09-09,"0,3585761"
314309872114206760,2021-07-01,2021-07-29,2021-09-13,"0,36615768"
314309872114206760,2021-08-01,2021-08-02,2021-09-16,"0,3303022"
314309872114206760,2021-08-01,2021-08-04,2021-09-20,"0,31453222"
314309872114206760,2021-08-01,2021-08-13,2021-09-27,"0,36565098"
314309872114206760,2021-08-01,2021-08-14,2021-09-29,"0,36565098"
314309872114206760,2021-08-01,2021-08-18,2021-10-04,"0,36565098"
314309872114206760,2021-08-01,2021-08-19,2021-10-04,"0,36565098"
314309872114206760,2021-08-01,2021-08-26,2021-10-11,"0,36565098"
314309872114206760,2021-08-01,2021-08-29,2021-10-13,"0,36565098"
314309872114206760,2021-09-01,2021-09-07,2021-10-22,"0,3264814"
314309872114206760,2021-09-01,2021-09-09,2021-10-25,"0,32854715"
314309872114206760,2021-09-01,2021-09-10,2021-10-25,"0,37872365"
314309872114206760,2021-09-01,2021-09-12,2021-10-27,"0,37872365"
314309872114206760,2021-09-01,2021-09-12,2021-10-27,"0,37872365"
314309872114206760,2021-09-01,2021-09-17,2021-11-01,"0,3776051"
314309872114206760,2021-09-01,2021-09-19,2021-11-03,"0,3776051"
314309872114206760,2021-09-01,2021-09-21,2021-11-05,"0,3776051"
314309872114206760,2021-09-01,2021-09-24,2021-11-08,"0,3776051"
314309872114206760,2021-09-01,2021-09-26,2021-11-10,"0,3776051"
314309872114206760,2021-09-01,2021-09-27,2021-11-11,"0,3776051"
314309872114206760,2021-09-01,2021-09-27,2021-11-11,"0,3776051"
314309872114206760,2021-09-01,2021-09-30,2021-11-16,"0,3776051"
314309872114206760,2021-10-01,2021-10-17,2021-12-01,"0,36358663"
324916756972236008,2021-07-01,2021-07-04,2021-07-20,"0,36150125"
324916756972236008,2021-07-01,2021-07-06,2021-08-05,"0,8622488"
324916756972236008,2021-07-01,2021-07-06,2021-07-22,"0,35326576"
324916756972236008,2021-07-01,2021-07-13,2021-07-29,"0,36957514"
324916756972236008,2021-07-01,2021-07-13,2021-07-29,"0,35326576"
324916756972236008,2021-07-01,2021-07-15,2021-08-02,"0,35326576"
324916756972236008,2021-07-01,2021-07-23,2021-08-09,"0,37134483"
324916756972236008,2021-08-01,2021-08-01,2021-08-17,"0,35160965"
324916756972236008,2021-08-01,2021-08-11,2021-08-27,"0,35039333"
324916756972236008,2021-08-01,2021-08-12,2021-08-30,"0,37313724"
324916756972236008,2021-08-01,2021-08-16,2021-09-01,"0,7190668"
324916756972236008,2021-08-01,2021-08-18,2021-09-03,"0,37313724"
324916756972236008,2021-08-01,2021-08-20,2021-09-06,"0,36245406"
324916756972236008,2021-09-01,2021-09-03,2021-09-20,"0,35072035"
324916756972236008,2021-09-01,2021-09-06,2021-09-22,"0,34632772"
324916756972236008,2021-09-01,2021-09-07,2021-09-23,"0,36058372"
324916756972236008,2021-09-01,2021-09-17,2021-10-04,"0,3634472"
324916756972236008,2021-09-01,2021-09-23,2021-10-11,"0,36058372"
324916756972236008,2021-09-01,2021-09-23,2021-10-11,"0,35955265"
324916756972236008,2021-09-01,2021-09-27,2021-10-13,"0,37333834"
324916756972236008,2021-10-01,2021-10-18,2021-11-03,"0,69193166"
324916756972236008,2021-10-01,2021-10-19,2021-11-04,"0,25517"
324916756972236008,2021-10-01,2021-10-24,2021-11-09,"0,29782715"
324916756972236008,2021-10-01,2021-10-28,2021-11-16,"0,2986046"
